Uniprot ID1;Uniprot ID2;Interaction;BMA Resnik;BMA Seco;GIC Resnik;GIC Seco;Sim(Seq)
P62399;P0A7M2;1;0.436451783;0.713627394;0.641599298;0.647583755;0.056717986
P0AA10;P0A7L0;1;0.376638809;0.566578427;0.571129886;0.540843493;0.03299228
P0AG55;P0A7L0;1;0.466958541;0.757544541;0.342151886;0.397781397;0.031727547
P39452;P37146;1;0.481369001;0.552536452;0.772597178;0.723647206;0.015709757
P0AA86;P36655;1;0.421500205;0.519880608;0.440639848;0.471567545;0.045814502
P68183;P68187;1;0.577820653;0.696969324;0.569907814;0.526363951;0.023434796
P39177;P0A6F5;1;0.162225079;0.205719949;0.030294893;0.034720913;0.027922218
P02916;P0AEX9;1;0.44749926;0.536038516;0.314845993;0.320976741;0.017931448
P0A7L8;P60422;1;0.421178788;0.584996208;0.398783578;0.416880666;0.042583656
P0AA10;P60422;1;0.34555639;0.590719703;0.212934801;0.275666263;0.038201724
P0AB67;P07001;1;0.549037604;0.758772668;0.848014187;0.85906065;0.019182755
P31697;P30130;1;0.177528332;0.234525751;0.085804699;0.092077105;0.019019625
P0A8F8;P03018;1;0.26410787;0.300076586;0.055903974;0.058007566;0.014539592
P0ABH4;P16926;1;0.439885994;0.667465225;0.714576204;0.766600571;0.034887511
P0A836;P0AGE9;1;0.413904546;0.590774982;0.346317729;0.383775074;0.026078951
Q47155;P0A988;1;0.33171177;0.414676105;0.288605668;0.285332193;0.019277125
P06136;P25714;1;0.261711886;0.407063059;0.212145557;0.265158001;0.021313317
P69490;P0ABM1;1;0.494663848;0.582646472;0.586785003;0.547379308;0.032954188
P0A8Q3;P0AC47;1;0.460553561;0.549241267;0.36017849;0.337461128;0.031709528
P0A7L8;P0A7J7;1;0.402552817;0.542613428;0.276992181;0.307394199;0.045664465
P0A7J3;P0A7K2;1;0.499038985;0.733758576;0.517363565;0.569877587;0.071128675
P0AG63;P0A7V3;1;0.49807757;0.722504904;0.635824668;0.624153154;0.044322349
P60624;P61175;1;0.353108903;0.577828259;0.302030733;0.346444597;0.076510404
P0AE67;P07363;1;0.357320689;0.417330866;0.206108201;0.212289397;0.023850025
P0A7T3;P0A7V8;1;0.430149623;0.590757754;0.227378745;0.253395005;0.048446801
P0AD68;P0ABG4;1;0.379649476;0.50972748;0.450687792;0.470889387;0.014627763
P69786;P50456;1;0.173863923;0.232879489;0.034210893;0.03936555;0.018550893
P0A877;P0A879;1;0.42800997;0.641884976;0.717649337;0.68102223;0.022277162
P0AGD7;P0ADY7;1;0.25773169;0.306860614;0.055449105;0.058614665;0.031815697
P0ADY7;P0A7J7;1;0.539131457;0.726559009;0.486965095;0.512802196;0.057723926
P0A7U7;P02359;1;0.486590025;0.722501877;0.384479626;0.437923527;0.063396619
P68919;P60438;1;0.424968768;0.682610316;0.264119322;0.308579751;0.037714973
P0A7L3;P61175;1;0.336421105;0.52827036;0.219681062;0.255513509;0.067531474
P0A6Z1;P0AAC8;1;0.26728371;0.412229127;0.059092818;0.074689738;0.020182818
P0AG63;P02359;1;0.491549609;0.666710818;0.397582741;0.433367173;0.047465763
P0AE82;P0AE88;1;0.170612455;0.194083825;0.037417568;0.039650657;0.02346728
P0A805;P0A7L3;1;0.266694649;0.409501763;0.100353415;0.117087927;0.05572667
P31663;P07024;1;0.224663214;0.281869743;0.100942218;0.102906588;0.019283569
P0AG44;P60438;1;0.525124198;0.870690475;0.947208566;0.945690146;0.038640012
P0A6Y8;P18775;1;0.188060616;0.238455386;0.032241856;0.034029559;0.014535636
P00452;P69924;1;0.51287919;0.716466638;0.558082186;0.525802978;0.014906354
P0A6H5;P0A7B8;1;0.539631846;0.760326195;0.750429719;0.770787779;0.02560349
P0A9P6;P42641;1;0.286342368;0.37052314;0.089104089;0.100435131;0.017790043
P69054;P0AC44;1;0.572137306;0.778519714;0.709380364;0.734117604;0.056789846
P08394;P07648;1;0.676808102;0.730107196;0.588867335;0.552919162;0.009940252
P60438;P0A7K2;1;0.310915289;0.519031783;0.209100452;0.252521652;0.050048257
P0A7L8;P0ADY7;1;0.440096462;0.61620679;0.383993446;0.421301793;0.064232095
P0A7K6;P0AG55;1;0.625170212;0.948756246;1;1;0.053340049
P0A6T9;P27248;1;0.40610734;0.62361074;0.595064475;0.578048141;0.028120368
P0A7J7;P0A7K2;1;0.285875563;0.460921727;0.128475394;0.162167878;0.048689937
P0AG44;P62399;1;0.440705837;0.73677746;0.638008563;0.643317412;0.046726025
P0A6B7;P27838;1;0.319227019;0.456093761;0.203368339;0.206890927;0.036835418
P0A812;P0A809;1;0.571762455;0.667229843;0.648105466;0.62709192;0.026944053
P68183;P0AEX9;1;0.41056596;0.491136324;0.262729122;0.268042108;0.023789615
P0A7M6;P0A7K2;1;0.258666684;0.37755287;0.15711426;0.173526223;0.084383488
P0ABF1;P05055;1;0.242949381;0.356770058;0.085597434;0.104139698;0.012839733
P0ABM9;P33927;1;0.388310788;0.569492786;0.303569159;0.324135726;0.016508632
P27434;P16926;1;0.435876459;0.561429084;0.643927893;0.640218196;0.021660694
P0A9Z1;P0AFB5;1;0.211416227;0.288186498;0.06154982;0.070188735;0.027596654
P0A850;P60624;1;0.156883527;0.281811085;0.043637127;0.064363594;0.031077256
P10408;P0AG96;1;0.496874712;0.639678563;0.494485946;0.501694916;0.014797487
P11349;P19319;1;0.494406869;0.601024048;0.379297637;0.374947908;0.009421383
P0A7L8;P0AG44;1;0.448571359;0.639818009;0.418646012;0.450259913;0.064744536
P07330;P07363;1;0.312818817;0.425432897;0.163145964;0.191742868;0.018543424
P60438;P0A7J7;1;0.469899519;0.734297227;0.438139615;0.486722869;0.044819256
P0A7L3;P0A7L0;1;0.427729738;0.683256871;0.300844507;0.350505741;0.046731523
P62399;P60438;1;0.436451783;0.713627394;0.641599298;0.647583755;0.040671561
P77211;P77214;1;0.576025682;0.638460554;0.380097788;0.37821304;0.021359142
P30130;P08191;1;0.176178832;0.236870472;0.059083784;0.071305097;0.018205095
P0AE67;P0AEC3;1;0.300593804;0.340900504;0.276201923;0.249896166;0.045411622
P06710;P28631;1;0.356739157;0.401515275;0.316575114;0.320871195;0.070860649
P16926;P0A9X4;1;0.37568325;0.53261439;0.342916487;0.367408798;0.021474452
P0A7W1;P02359;1;0.415126813;0.645180451;0.341162744;0.391384286;0.043031217
P0A6A8;P0A953;1;0.292964795;0.433715763;0.24698597;0.253833699;0.036576746
P60624;P0ADY7;1;0.48145145;0.717117654;0.699431623;0.6783481;0.065967098
P27434;P0A9X4;1;0.376346354;0.453408135;0.348290306;0.330222404;0.021743291
P0A805;P0AG44;1;0.245999198;0.403410791;0.129398432;0.14792785;0.055273811
P0A805;P0A7S3;1;0.200556525;0.32098202;0.036115189;0.05472836;0.044732406
P07024;P33937;1;0.29042325;0.443833386;0.117569746;0.152081432;0.011523007
P0ADY7;P61175;1;0.322924967;0.435456341;0.237605569;0.25016437;0.04998437
P61175;P0A7L0;1;0.339241888;0.533265643;0.171708222;0.215183213;0.046694714
P05055;P0A8J8;1;0.261549411;0.404188345;0.060409055;0.077483724;0.016176167
P0A7U7;P0A7W1;1;0.448005689;0.711330186;0.503542052;0.537099811;0.061109181
P62399;P0A7L0;1;0.407947067;0.663561812;0.298169626;0.342565543;0.030031713
P0AGD7;P61175;1;0.268746097;0.406995841;0.060361324;0.078791359;0.027933317
P68919;P0A7K2;1;0.356347747;0.538191348;0.322125206;0.347866105;0.050214177
P0A6T9;P32099;1;0.207342381;0.373347599;0.064050338;0.081181154;0.030432322
P0A6G7;P0ABH9;1;0.394752979;0.510068356;0.282641199;0.283855536;0.016678458
P0A805;P0ADZ0;1;0.253908797;0.307820191;0.129000779;0.121601484;0.039380868
P60624;P0A7L0;1;0.490051155;0.80899059;0.37579548;0.440075815;0.036761944
P0A9H9;P07363;1;0.34174916;0.4888344;0.086526456;0.119233398;0.017551103
P0A9A6;P46889;1;0.311911197;0.408906344;0.104772674;0.117120426;0.014143897
P0A8T1;P0A7J7;1;0.190357362;0.31032213;0.03663615;0.055952816;0.032269192
P0AA10;P0A7M2;1;0.284491822;0.488692746;0.13138234;0.167657067;0.066043427
P23909;P03018;1;0.358392385;0.459075095;0.22073686;0.227930899;0.012574479
P68919;P0A7K6;1;0.496924509;0.760035929;0.322136209;0.371159686;0.06136491
P0ABV6;P19934;1;0.473627815;0.649508433;0.286045274;0.350504748;0.026000099
P68919;P62399;1;0.497204264;0.725435027;0.320141868;0.361500923;0.059705218
P37028;P06609;1;0.343455106;0.439090772;0.254855238;0.223810906;0.024667386
P0A6F9;P0A6F5;1;0.570047472;0.779253086;0.500323297;0.469555363;0.020938009
P02916;P68187;1;0.543783972;0.654826754;0.536173629;0.497086842;0.019873316
P0A7K6;P0AGD7;1;0.269399033;0.40414896;0.069445721;0.086310361;0.02623849
P0A7K6;P0AA10;1;0.405383932;0.615493435;0.241898073;0.282274201;0.077719915
P77774;P0AC02;1;0.661695871;0.777036386;0.961000385;0.925105454;0.021034365
P0AGD7;P0AG55;1;0.269399033;0.40414896;0.069445721;0.086310361;0.020596681
P0A6F1;P00968;1;0.444477965;0.572082896;0.467357805;0.440728726;0.012331563
P0AD68;P29131;1;0.281961699;0.37231311;0.115652955;0.140131862;0.015831416
P0A7V8;P0A7R5;1;0.376380462;0.554613631;0.318577496;0.326986345;0.05397809
P0A7M2;P0A7L0;1;0.477511661;0.768988657;0.396739951;0.465348843;0.038606858
P62399;P60422;1;0.42238316;0.684638354;0.543348757;0.531603838;0.03050129
P10408;P00634;1;0.154985679;0.209018272;0.031604206;0.035783625;0.011301063
P0A805;P60624;1;0.245999198;0.403410791;0.129398432;0.14792785;0.047090786
P0A7U7;P0A7V8;1;0.460494634;0.67578427;0.274136338;0.315640014;0.050834994
P0A7T3;P0A7V3;1;0.501921777;0.73152996;0.534214396;0.539065665;0.034917952
P0A6Y8;P09372;1;0.378651024;0.520512665;0.23778914;0.250312048;0.018052985
P0A7K6;P60422;1;0.481394634;0.778621083;0.624175933;0.617289512;0.029347949
P0AES4;P0AES6;1;0.501273996;0.643505802;0.740988576;0.700341772;0.009629834
P46889;P0AFI2;1;0.236039569;0.279794656;0.070595417;0.07765195;0.010274512
P68679;P0AG63;1;0.49807757;0.722504904;0.635824668;0.624153154;0.062026208
P61175;P60422;1;0.353677981;0.554342185;0.291520393;0.32176504;0.035874799
P0AA04;P69783;1;0.360341539;0.493159997;0.204452806;0.239826349;0.043524941
P0AG44;P61175;1;0.353108903;0.577828259;0.302030733;0.346444597;0.082269914
P0A805;P0A7K6;1;0.270034788;0.423604493;0.120421791;0.137980675;0.037157888
P0AG44;P0A7L0;1;0.490051155;0.80899059;0.37579548;0.440075815;0.033454975
P0A8M3;P0A6F5;1;0.261844849;0.400228953;0.162815346;0.202053995;0.015864059
P33937;P0A9I5;1;0.18753631;0.247496776;0.051475582;0.059925369;0.015326487
P0AF03;P09152;1;0.205030601;0.262944721;0.06449101;0.067384503;0.012546749
P0A6Y8;P08622;1;0.468263533;0.626269587;0.36433761;0.388653975;0.018692057
P0AG51;P60723;1;0.284585928;0.380824926;0.084813905;0.098002839;0.039421929
P0ABJ3;P0ABJ1;1;0.64552407;0.840802583;0.873014847;0.871394923;0.03245353
P62399;P60723;1;0.30799018;0.481283078;0.096268519;0.121876638;0.030779633
P0A8Q3;P0A8Q0;1;0.560293971;0.708842747;0.53754621;0.541706336;0.043289146
P62399;P0A7J7;1;0.495578553;0.737439889;0.454691652;0.492613426;0.043616257
P68919;P0AGD7;1;0.228792757;0.335820743;0.042769123;0.055985919;0.026465082
P0A7U7;P0A7V3;1;0.512208666;0.829856198;0.576821011;0.608732927;0.050378206
P19934;P0A855;1;0.539947157;0.608914353;0.671413024;0.624355345;0.017588648
P0AG44;P0A7M2;1;0.525124198;0.870690475;0.947208566;0.945690146;0.054831055
P0AA10;P60438;1;0.284491822;0.488692746;0.13138234;0.167657067;0.046574406
P0AG44;P0A7M6;1;0.593503493;0.884992558;0.943581394;0.89932519;0.08082135
P0AA10;P0AG51;1;0.238785388;0.353746806;0.106176213;0.123089164;0.056114643
P0A9A6;P77173;1;0.321683335;0.428587178;0.113238754;0.113699178;0.024331217
P0AG55;P60624;1;0.525124198;0.870690475;0.735945316;0.75015612;0.05467189
P0A7R5;P0A7S3;1;0.295084178;0.44205275;0.184152751;0.202149588;0.058715972
P0AG55;P62399;1;0.536082809;0.820832088;0.783586093;0.785135081;0.047177625
P24183;P0AAJ3;1;0.559174215;0.723490129;0.672192407;0.633361577;0.012929308
P0A7T3;P0AG63;1;0.507685229;0.711593367;0.527783902;0.555322105;0.061354789
P0ABF1;P0A8J8;1;0.267012606;0.410175352;0.165629042;0.186762168;0.020813786
P0A7U7;P68679;1;0.512208666;0.829856198;0.576821011;0.608732927;0.074634886
P07017;P0A964;1;0.374453241;0.415260875;0.32157715;0.305813092;0.019562777
P0A7J7;P0A7L0;1;0.431620583;0.668845836;0.262955818;0.312160256;0.03994326
P0A7L3;P0A7K2;1;0.291367479;0.479641774;0.144742665;0.178439399;0.069888999
P24183;P0AEK7;1;0.539184939;0.684265335;0.577569203;0.514456895;0.013182519
P0A817;P0A6F5;1;0.273759601;0.475274941;0.099042229;0.135155513;0.021764535
P0ABK5;P0A9D4;1;0.435609996;0.577352067;0.514059518;0.500216369;0.029146648
P12281;P09152;1;0.206680557;0.25979655;0.057404454;0.061131637;0.010499352
P68919;P0ADY7;1;0.503554608;0.685015747;0.308574822;0.342063364;0.067433209
P0AF26;P19318;1;0.173623336;0.214550967;0.05409945;0.058483213;0.020309305
P0AGD7;P62399;1;0.291664626;0.438419784;0.071719727;0.089845565;0.025889809
P60624;P60438;1;0.525124198;0.870690475;0.947208566;0.945690146;0.044510848
P60422;P60438;1;0.491947754;0.790065199;0.807287917;0.780325256;0.034044698
P04993;P07648;1;0.630744079;0.695871381;0.504422404;0.477156089;0.012067794
P0AG99;P0AG96;1;0.668533448;0.8315475;0.929369487;0.896856044;0.067936502
P0AG55;P60438;1;0.504278102;0.821955558;0.737363835;0.751963458;0.033661433
P0A903;P77774;1;0.546411608;0.768789423;0.472530204;0.52359967;0.026093143
P19934;P45955;1;0.257685951;0.303277099;0.054128938;0.060429327;0.023992919
P0A9A6;P22523;1;0.384782061;0.515749979;0.427758607;0.452030458;0.011693851
P0A6Z1;P0ACD4;1;0.228440297;0.361691559;0.055151622;0.070308537;0.023698903
P0A7N4;P0AG51;1;0.494374075;0.732371886;0.642892986;0.64353823;0.097770436
P0AG51;P0A7K2;1;0.258666684;0.37755287;0.15711426;0.173526223;0.068103662
P06722;P23367;1;0.540357145;0.573795519;0.525673475;0.480045504;0.019340088
P68919;P0AG44;1;0.450869529;0.737445281;0.259810654;0.303620558;0.064622244
P10408;P0AG86;1;0.492808646;0.621678213;0.546176542;0.501553288;0.016894613
P0ABF1;P0A6X3;1;0.222492848;0.329505721;0.064601349;0.089928922;0.021686829
P0AG55;P0A7J7;1;0.532501358;0.801579191;0.507641676;0.555821704;0.048942611
P0AG55;P0ADZ0;1;0.510101363;0.751464755;0.696768095;0.678179848;0.042768955
P0A7L3;P0A7J7;1;0.512209469;0.741048156;0.43592139;0.481480247;0.072935835
P60422;P0A7J7;1;0.446056676;0.689922378;0.396653367;0.428068604;0.032077379
P23909;P06722;1;0.51003824;0.549466602;0.457417142;0.414999976;0.016366564
P0A964;P07363;1;0.484110783;0.599598711;0.371252579;0.386337465;0.025152251
P0AEZ3;P18196;1;0.463933541;0.62762352;0.175892297;0.189335141;0.02948488
P69791;P69795;1;0.569871583;0.780732017;0.743027956;0.750324366;0.061572024
P0ABS5;P0ACB0;1;0.229520699;0.284396818;0.113676043;0.116919334;0.025632876
P77214;P77239;1;0.628330685;0.737727699;0.538518337;0.558660852;0.029256407
P60422;P0A7L0;1;0.453668818;0.724613808;0.362416251;0.411447725;0.032840491
P60624;P0A7N9;1;0.521279992;0.861665419;0.880819751;0.904469549;0.100040894
P0A9R4;P0AAC8;1;0.412566311;0.599941056;0.560684039;0.561708541;0.046571442
P0AGD7;P0A7J7;1;0.248014354;0.360731423;0.06149468;0.077650774;0.032152105
P60422;P0ADZ0;1;0.501947887;0.731843111;0.7641463;0.706032692;0.040905492
P0A809;P0A814;1;0.520564204;0.578397013;0.328589635;0.323139453;0.040307244
P0A6A3;P08839;1;0.241589844;0.382514929;0.09276091;0.120607809;0.01838259
P0AGD7;P0ADZ0;1;0.236706768;0.278708072;0.047531952;0.049882753;0.02495773
P54745;P69811;1;0.419350981;0.537626898;0.232982565;0.237722822;0.047341748
P0AEX9;P68187;1;0.395474772;0.474456649;0.208776125;0.211576218;0.020712698
P46889;P20083;1;0.16227791;0.203196256;0.028227399;0.034259354;0.008949046
P0A7V0;P0A7L0;1;0.427893064;0.563825115;0.249956378;0.255115675;0.031134105
P0A6B7;P0A890;1;0.431726145;0.581641938;0.324669764;0.330750847;0.025259837
P0AE06;P02930;1;0.441792041;0.544825726;0.286600458;0.290749436;0.021901165
P0A805;P0AG51;1;0.214845039;0.258060166;0.096642235;0.086641222;0.044248086
P0AG67;P05055;1;0.17610575;0.242561746;0.03129364;0.038915411;0.043066805
P0A7V0;P68679;1;0.501921777;0.73152996;0.724489077;0.66501809;0.048296017
P0ABV2;P0ABU7;1;0.521342577;0.744247641;0.267016412;0.319813845;0.034566944
P60422;P0A7N9;1;0.441606146;0.726217908;0.692972033;0.684587667;0.048598642
P0A6Y1;P0A6X7;1;0.325395777;0.561690407;0.556348389;0.546158095;0.296246325
P09323;P69783;1;0.25939577;0.341864275;0.146599857;0.153630457;0.193167529
P03018;P23367;1;0.361449185;0.417045814;0.227884615;0.223989191;0.012054908
P69425;P69423;1;0.634704611;0.819439689;0.910077118;0.891279898;0.039166691
P0AG55;P0A7M2;1;0.504278102;0.821955558;0.737363835;0.751963458;0.069424558
P0A7K6;P0A7K2;1;0.299402794;0.506547294;0.168634349;0.205331468;0.054408824
P28631;P28905;1;0.187311082;0.212181369;0.043878989;0.055705432;0.025864368
P0C0V0;P06996;1;0.246752848;0.318828146;0.073724898;0.079990913;0.017889732
P0ADZ0;P0A7K2;1;0.29088331;0.408642159;0.182948617;0.202220146;0.059733833
P68919;P60624;1;0.450869529;0.737445281;0.259810654;0.303620558;0.063824793
P0A7V0;P0A7V8;1;0.410243302;0.577842499;0.227377448;0.247433344;0.036028924
P10408;P0AGA2;1;0.479317094;0.617438746;0.461335047;0.472579202;0.012461783
P0A8Q3;P00363;1;0.472198871;0.560296527;0.321389022;0.30344602;0.023760109
P0A7W7;P0A7S3;1;0.415724468;0.593499651;0.249798579;0.281998929;0.049274985
P0AEK7;P0AAJ5;1;0.571735114;0.722785698;0.676403416;0.639455162;0.02579923
P02929;P06129;1;0.400654173;0.477640248;0.229229413;0.234323635;0.018788427
P00634;P0AEG4;1;0.300406205;0.404389569;0.119044504;0.149722306;0.023710846
P0AFB5;P0AC38;1;0.198238672;0.235984498;0.080933665;0.085065765;0.018265015
P0A6G7;P0A6H1;1;0.430039168;0.556066098;0.417727113;0.412974638;0.022041734
P0A7V0;P0A7W1;1;0.470842071;0.670196375;0.635001172;0.602179389;0.035152277
P11349;P11350;1;0.543610336;0.684142584;0.554162019;0.528598274;0.019091747
P0ABI8;P0ABJ1;1;0.646847886;0.829312422;0.820684116;0.803209698;0.016997405
P11349;P19318;1;0.518476189;0.62754135;0.436246627;0.441249912;0.804224985
P0ADY7;P60438;1;0.478191176;0.700711762;0.701679561;0.681826781;0.038892747
P0A7L8;P0A7L0;1;0.435034442;0.585222524;0.27902022;0.313008865;0.042432969
P60723;P0A7J7;1;0.261720203;0.381108868;0.084414822;0.106748872;0.042159616
P0A8Q0;P0AC47;1;0.564109326;0.676578723;0.716927825;0.664965643;0.037607321
P68919;P60422;1;0.4020853;0.639275842;0.248009886;0.283222985;0.030875122
P03004;P0ACB0;1;0.311768496;0.506413465;0.204929639;0.237118972;0.019558182
P60785;P0A7S3;1;0.2580814;0.343904238;0.120862025;0.135737076;0.020717449
P0A7N9;P0A7J7;1;0.460810836;0.711964226;0.410697787;0.454862717;0.081408566
P0ADY7;P0A7K2;1;0.273315868;0.385303498;0.146561092;0.162233103;0.053725846
P0ADY7;P60422;1;0.458045519;0.668085441;0.593327317;0.559175521;0.032524986
P0A7K6;P60624;1;0.525124198;0.870690475;0.735945316;0.75015612;0.075777723
P68679;P0A7W1;1;0.509005161;0.822335318;0.754597793;0.773297373;0.06677359
P0A9R4;P0A6B7;1;0.330083152;0.47174869;0.218944339;0.226114895;0.035404539
P61175;P0A7J7;1;0.340524725;0.517895646;0.185904367;0.223227628;0.061062519
P0A7N9;P0A7L0;1;0.438402641;0.718697028;0.357611845;0.420529201;0.037335811
P0A6Y8;P0AGB3;1;0.294884316;0.40522452;0.085008416;0.096751765;0.017254853
P0AG55;P60723;1;0.277063409;0.430231394;0.094122273;0.118240506;0.046172663
P0A7V8;P0AG63;1;0.469056958;0.630192292;0.276988441;0.30589115;0.052071787
P42641;P0AG24;1;0.200410355;0.299264585;0.039465212;0.055993157;0.01450015
P0AGD7;P60438;1;0.258535569;0.391306365;0.062646706;0.079608799;0.022285044
P0AA10;P0ADY7;1;0.373522758;0.48487228;0.189101003;0.210062015;0.046179315
P0A7W1;P0A7S3;1;0.436684469;0.627115482;0.209478053;0.251667553;0.046036678
P23909;P23367;1;0.585944811;0.73358472;0.851869474;0.847172519;0.014621115
P0A7T3;P0A7W7;1;0.47919918;0.672162792;0.391150436;0.429138889;0.055294903
P61175;P60438;1;0.364022615;0.575861353;0.335059874;0.383396703;0.050774375
P0ABH0;P0A9A6;1;0.42151203;0.62022734;0.334981202;0.364817048;0.01997331
P68679;P0A7S3;1;0.331645627;0.549120947;0.129555305;0.167857285;0.066993374
P31547;P30750;1;0.561229393;0.658838716;0.619677056;0.564350026;0.027715191
P60438;P0A7L0;1;0.477511661;0.768988657;0.396739951;0.465348843;0.034827405
P0A7L8;P0AG55;1;0.433329657;0.608952744;0.374178703;0.401561452;0.045171186
P60723;P0A7M2;1;0.285218093;0.439074575;0.105801159;0.133398918;0.044547044
P30748;P12282;1;0.426206649;0.632285023;0.80040972;0.806873359;0.045700222
P0AGD7;P0AA10;1;0.298692865;0.446601912;0.062975973;0.080824842;0.030697172
P61889;P0A6F5;1;0.155082835;0.246572525;0.025741119;0.038422232;0.01947152
P0ACD4;P0A6B7;1;0.35791951;0.513925973;0.213197453;0.215878848;0.022391579
P0A6Y8;P0A6F5;1;0.421368276;0.591158698;0.468324065;0.504259296;0.016725318
P60422;P0A7K2;1;0.305268647;0.502296523;0.18722854;0.219825684;0.036301138
P0AG55;P60422;1;0.481394634;0.778621083;0.624175933;0.617289512;0.039632597
P0ABD5;P0A9Q5;1;0.436019831;0.553962652;0.365774546;0.368236381;0.026046768
P0AG30;P0AFG0;1;0.388250956;0.530943429;0.423610794;0.438214017;0.028270486
P0A7S3;P0A7J7;1;0.340125522;0.480842088;0.12782655;0.157083313;0.04296022
P08200;P11071;1;0.213504977;0.274466659;0.052286467;0.06082902;0.016509103
P0A7W7;P0A7V3;1;0.509005161;0.822335318;0.465560685;0.528558109;0.039774356
P0A7K6;P0A7M2;1;0.504278102;0.821955558;0.737363835;0.751963458;0.050663499
P0A7V3;P02359;1;0.460102413;0.741481016;0.354358056;0.405694263;0.032240095
P0A6Z1;P0A6L9;1;0.479397;0.637273309;0.295660728;0.286389524;0.019053229
P60438;P0A7M2;1;0.515790597;0.834440047;1;1;0.046403247
P0AA04;P00550;1;0.328974209;0.428763536;0.101331464;0.115932358;0.020528947
P0A7L8;P60723;1;0.321748202;0.378322454;0.124417474;0.134433912;0.058698787
P0A7V0;P0A7T3;1;0.489674721;0.704509951;0.486534517;0.488143906;0.036974573
P0A7L8;P0AA10;1;0.245857482;0.321968446;0.097014019;0.108912659;0.046686026
P0ABJ3;P0ABI8;1;0.585332801;0.764117263;0.788903303;0.770335673;0.017142009
P0AE06;P24177;1;0.376038281;0.503916576;0.308598911;0.320240674;0.013162181
P0A7L3;P60422;1;0.442165831;0.704333413;0.499148941;0.51044834;0.035520467
P0A805;P60723;1;0.216218911;0.334258541;0.041269315;0.056308121;0.035714516
P06611;P06609;1;0.507494915;0.621659098;0.547045983;0.476591007;0.028742641
P0A9H9;P0AE67;1;0.300331713;0.444742968;0.179915771;0.203628057;0.063019577
P60723;P0A7L0;1;0.368891737;0.50824689;0.366117828;0.368338371;0.036123919
P0A7W1;P0A7V3;1;0.509005161;0.822335318;0.754597793;0.773297373;0.044942419
P0A7K6;P60438;1;0.504278102;0.821955558;0.737363835;0.751963458;0.043745305
P06710;P28630;1;0.356739157;0.401515275;0.316575114;0.320871195;0.015433015
P0A940;P77774;1;0.611727128;0.722272889;0.840060236;0.770136733;0.016613477
P0AFM6;P0AFN2;1;0.244492497;0.298360005;0.105967253;0.10412424;0.044404339
P68183;P02916;1;0.599872188;0.789614335;0.909064709;0.912564202;0.042948346
P69924;P0A6S5;1;0.218702279;0.347360209;0.067531607;0.089822723;0.037066894
P0AFI2;P20083;1;0.485497283;0.604951384;0.366518314;0.376146627;0.013253133
