Uniprot ID1;Uniprot ID2;BMA Resnik;BMA Seco;GIC Resnik;GIC Seco;Sim(Pfam);Sim(Seq)
P60932;P33650;0.176130757;0.284302194;0.046446047;0.062237503;0;0.018793469
P77608;P0ACB2;0.365416917;0.464546494;0.219896104;0.231373424;0;0.022718886
Q47155;P27302;0.287630954;0.341184505;0.053277361;0.057838533;0;0.016864346
P0ACL9;Q46871;0.177056233;0.203523541;0.026286332;0.030457657;0;0.031258364
P0AAX8;P0AAE0;0.097487203;0.131579084;0.008714172;0.011403941;0;0.019076562
P09831;P76425;0.105995976;0.144653647;0.012073226;0.015811805;0;0.008698063
P26459;P37624;0.180253057;0.296688578;0.048860625;0.073420856;0;0.012437401
P0A6M2;P02919;0.263057407;0.333302623;0.070018279;0.077524495;0;0.015126909
P77258;P69741;0.210851941;0.286589604;0.04866638;0.055027126;0;0.020613318
P19319;P76346;0.164266677;0.215224212;0.044057041;0.054265239;0;0.010276366
P0A8E7;P0A6U3;0.321073502;0.470073575;0.138381232;0.160818462;0;0.01751844
P03018;P36995;0.262968964;0.386789481;0.057596352;0.073751553;0;0.016414918
P0A7E9;P64606;0.11919161;0.167200903;0.018879081;0.024677573;0;0.036098781
P25888;P23367;0.25765423;0.306655663;0.122500541;0.120689824;0;0.018466228
P0AGB6;P06616;0.195346699;0.260717481;0.037207443;0.045232458;0;0.030530382
P0A7H0;P76242;0.164905152;0.203673475;0.045826432;0.05051699;0;0.023052571
P31801;P05825;0.405098132;0.465865054;0.192499975;0.188640132;0;0.014813819
P0AAC8;P0A7I0;0.275378167;0.419872075;0.082715492;0.100476048;0;0.026477215
P0ADV9;P0AG67;0.164368668;0.2333486;0.023363385;0.030461463;0;0.020201668
P0AFJ7;P0ABS5;0.10569597;0.148090229;0.012157764;0.015636016;0;0.015672325
P77044;P0AEJ4;0.204174762;0.241641396;0.038928477;0.043544667;0;0.018265039
P75757;P0AG07;0.107597729;0.148414087;0.020017123;0.024948798;0;0.027212009
P0AE70;P07913;0.209938754;0.253051371;0.054825645;0.056415989;0;0.041980803
P25519;P03018;0.371743019;0.459476611;0.136133877;0.142267949;0;0.016959475
P0AGD7;P37758;0.202334699;0.248903324;0.04616108;0.045264106;0;0.017706255
P07004;P28306;0.215985231;0.278554299;0.078885382;0.078823576;0;0.021921713
P09169;P0ABK7;0.267722438;0.366245763;0.195604861;0.213154844;0;0.034075843
P0AE26;P69212;0.353828932;0.539523155;0.152803947;0.179832817;0;0.037005783
P0ADY1;P23874;0.181701384;0.235177628;0.028669926;0.031876655;0;0.015235407
P0AGD1;P37349;0.15004814;0.193784946;0.047280798;0.051706312;0;0.020530793
P15043;P14175;0.231556327;0.284728584;0.055819914;0.060241924;0;0.017807228
P31224;P0A7L3;0.172675229;0.222003856;0.037871883;0.040710485;0;0.013836321
P0AD61;P08191;0.16426516;0.219555664;0.026666032;0.033111137;0;0.02576308
P33931;P0AFA2;0.187064921;0.287541747;0.046547661;0.065528627;0;0.017740128
