Uniprot ID1;Uniprot ID2;BMA Resnik;BMA Seco;GIC Resnik;GIC Seco;Sim(Pfam);Sim(Seq)
P0AAH4;P33916;0.42295330700000006;0.5454649220000001;0.439360573;0.47156222600000003;1.0;0.175124036
P31675;P31126;0.328516002;0.476323592;0.127264959;0.147948647;1.0;0.044520107
P0A6Y5;P0AEY8;0.18371378600000002;0.21269846899999997;0.036200365;0.03511681;0.0;0.020061828
P15043;P21507;0.319989294;0.383853895;0.160509071;0.169000693;0.4;0.061801388
P0AEG1;P0AEQ6;0.36980045899999997;0.537396761;0.168314995;0.19023782600000003;0.5;0.044727197
P0AFF0;P0AFE8;0.508730925;0.754625089;0.740473998;0.7478065340000001;1.0;0.074628268
P0AEC5;P0AEC8;0.409460327;0.56230246;0.43914554899999997;0.46390137600000003;0.111111111;0.027836557999999997
P0AAG0;P69874;0.410505081;0.5782884770000001;0.338596092;0.37680671299999996;0.333333333;0.12137169199999999
P0AEC5;P23837;0.441304394;0.591006303;0.436694992;0.45734128700000004;0.14285714300000002;0.029823203
P26218;P60723;0.113191313;0.155924711;0.010095204;0.013698545;0.0;0.020245117
P06129;P0AF28;0.14660638;0.191870855;0.037102082;0.04643647;0.0;0.018972296
Q46897;P0AFR2;0.092624834;0.120716147;0.006656563000000001;0.008696119;0.0;0.021792587999999998
P33931;P14175;0.265066835;0.333865795;0.182802721;0.17577032899999998;0.5;0.098036891
P0A9Q7;Q46856;0.337116496;0.45726192200000004;0.129012576;0.151502161;0.5;0.052868029000000004
P31675;P0AGC0;0.36248415100000003;0.52289771;0.181379758;0.208402127;1.0;0.019296598999999998
P31548;P23886;0.385874504;0.44201378700000005;0.127160939;0.129321746;0.5;0.103942249
P0AEA2;P0ADG7;0.18560410000000002;0.317164135;0.078779218;0.10810134800000001;0.0;0.027698187000000003
P05852;P76256;0.418608995;0.669717666;0.602082839;0.589815492;1.0;0.09581813199999999
P0AE82;P09835;0.463965622;0.629090267;0.6516197029999999;0.637948125;0.166666667;0.024268152
